Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
137	190	5000	12000	7000	18000	GBP	USD	5625	16250	12.12.2007	12.05.2016	1900-01-02 14:00:00	1899-12-28 14:00:00	London	New York	 tom wesselmann 1931-2004 study for sunset nude (variation #5)   signed and dated 02; titled and dated 2002 on the reverseink and coloured pencil on rag paperimage: 7 by 8.3cm.; 2 3/4 by 3 1/4 in.sheet: 13.2 by 17.6cm.; 5 1/8 by 6 7/8 in.  	 tom wesselmann 1931 - 2004 study for sunset nude (variation #5)   signed and dated 02; titled and dated 2002 on the reversecolored pencil and ink on tracing paperimage: 2 5/8 by 3 1/4 in. 6.6 by 8.3 cm.sheet: 5 1/8 by 6 7/8 in. 13 by 17.5 cm  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-l07713/lot.137.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/contemporary-art-day-auction-n09501/lot.190.html	"
 galerie benden & klimczak, cologneacquired directly from the above by the present owner
 "	"
 galerie benden & klimczak, cologneprivate collection, germany (acquired from the above)sotheby's, london, 12 december 2007, lot 137 (consigned by the above)private collection, europe  piasa, paris, 29 march 2009, lot 138 acquired directly from the above sale by the present owner
 "	8691	21577	7725	15934	10816	23901	tom wesselmann	STUDY FOR SUNSET NUDE (VARIATION #5)	https://www.sothebys.com/content/dam/stb/lots/N09/N09501/130N09501_8QMQ2.jpg	3074	12886	8209	13085
205	110	45000	80000	65000	120000	USD	USD	132000	162500	11.05.2006	12.11.2015	1899-12-28 14:15:00	1899-12-28 14:30:00	New York	New York	 tom wesselmann 1931-2004 bedroom painting study (tits)   signed, titled, dated and numbered 67-24 on the stretcheroil on canvas5 1/4 by 6 3/4 in. 13.3 by 17 cm.  	 tom wesselmann 1931 - 2004 bedroom tit study   signed on the overlap; signed, titled, dated 1967 and numbered 67-24 on the stretcheroil on canvas5 1/4 by 6 3/4 in. 13.7 by 17.1 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-day-sale-n08202/lot.205.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/contemporary-art-day-auction-n09421/lot.110.html	"
 acquired by the present owner directly from the artist
 "	"
 private collection, los angelessotheby's, new york, may 11, 2006, lot 205acquired by the present owner from the above sale
 "	144482	206340	49255	101583	71146	152374	tom wesselmann	BEDROOM TIT STUDY	https://www.sothebys.com/content/dam/stb/lots/N09/N09421/511N09421_8PHW9.jpg	3472	61858	52328	81228
140	121	80000	150000	120000	200000	GBP	USD	84500	173000	12.12.2007	12.11.2014	1900-01-02 14:00:00	1899-12-28 14:00:00	London	New York	 tom wesselmann 1931-2004 study for smoker   signed, titled and dated 1973 on the reverseoil on novaply25 by 22cm.; 9 3/4 by 8 3/4 in.  	 tom wesselmann 1931 - 2004 smoker study   signed and dated 73 on the reverseoil on novaply9 7/8 by 8 5/8 in. 25 by 22 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-l07713/lot.140.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/contemporary-art-day-sale-n09222/lot.121.html	"
 sidney janis gallery, new yorkacquired directly from the above by the previous owner in the mid 1970s
 "	"
 sidney janis gallery, new yorkprivate collection, geneva (acquired from the above in the 1970s)sotheby’s, london, december 12, 2007, lot 140acquired by the present owner from the above sale
 "	130567	217400	123613	188497	185420	251330	tom wesselmann	SMOKER STUDY	https://www.sothebys.com/content/dam/stb/lots/N09/N09222/336N09222_7N65N.jpg	2527	86833	64884	65910
388	186	400000	500000	600000	700000	GBP	GBP	690850	590500	02.07.2008	27.06.2013	1900-01-02 09:00:00	1900-01-02 09:30:00	London	London	 tom wesselmann 1931-2004 sunset nude   signed and dated 03 on the overlapoil on canvas168 by 235.3cm.; 66 1/8 by 92 5/8 in.  	 tom wesselmann 1931 - 2004 sunset nude (squared off)   signed and dated 03 on the overlapoil on canvas168 by 235.3cm.; 66 1/8 by 92 1/2 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-sale-l08023/lot.388.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/contemporary-art-day-auction-l13023/lot.186.html	"
 robert miller gallery, new yorkprivate collection, london
 
 "	"
 robert miller gallery, new yorkprivate collection, londonsale: sotheby's, london, contemporary art, 2 july 2008, lot 388acquired directly from the above by the present owner
 "	1082485	1006732	626755	852440	940133	1193416	tom wesselmann	SUNSET NUDE	https://www.sothebys.com/content/dam/stb/lots/L13/L13023/415L13023_5VDBP.jpg	1821	-75753	225685	253283
6	29	1500000	1200000	2000000	1800000	USD	USD	1082500	1085000	11.11.2008	14.05.2013	1899-12-28 00:00:00	1899-12-28 23:00:00	New York	New York	 tom wesselmann 1931-2004 mouth #3   signed on the reverse and titled on the stretcheroil on canvas55 x 69 in. 139.7 x 175.3 cm.executed in 1966.  	 tom wesselmann 1931 - 2004 mouth #3   signed, titled and dated 1966 on the stretcheroil on canvas55 x 69 in. 139.7 x 175.3 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-evening-sale-n08489/lot.6.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/may-2013-contemporary-evening-n08991/lot.29.html	"
 sidney janis gallery, new yorkprivate collection, belgiumacquired by the present owner from the above in 2000
 "	"
 sidney janis gallery, new yorkprivate collection, belgiumprivate collection, belgium (acquired from the above in 2000) sotheby’s, new york, november 11, 2008, lot 6acquired by the present owner from the above
 "	1211588	1337418	1678875	1479172	2238500	2218759	tom wesselmann	MOUTH #3	https://www.sothebys.com/content/dam/stb/lots/N08/N08991/094N08991_6VPFV.jpg	1645	125830	-199703	-19741
296	230	30000	200000	40000	300000	USD	USD	96000	398500	13.11.2003	10.11.2011	1899-12-28 15:15:00	1899-12-28 15:00:00	New York	New York	 tom wesselmann 1931 - 2004 study for cynthia nude   signed and dated 81 on the overlapoil on canvas17 by 22 1/4 in. 43 by 57cm.  	 tom wesselmann 1931 - 2004 study for cynthia nude   signed and dated 81 on the overlapoil on canvas17 by 22 1/2 in. 43.1 by 57.2 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2003/contemporary-art-day-n07940/lot.296.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/contemporary-art-day-sale-n08792/lot.230.html	"
 sidney janis gallery, new yorkpeterburg press, new york
 "	"
 sidney janis gallery, new yorkpetersburg press, new yorkchristie's, new york, may 8, 1997, lot 289private collection, tokyosotheby's, new york, november 13, 2003, lot 296acquired by the present owner from the above sale
 "	101241	473081	31638	237431	42184	356146	tom wesselmann	STUDY FOR CYNTHIA NUDE	https://www.sothebys.com/content/dam/stb/lots/N08/N08792/049N08792_66CKJ.jpg	2919	371840	205793	313962
222	334	25000	120000	35000	180000	GBP	USD	45600	252000	06.02.2004	16.05.2007	1900-01-02 10:30:00	1899-12-28 14:00:00	London	New York	 tom wesselmann 1931 - 2004 bedroom brunette doodle   signed twice, titled, dated 88 and 1984/8 on the reverseenamel on cut-out aluminium160 by 185.5cm.; 63 by 73in.  	 tom wesselmann 1931-2004 bedroom brunette doodle   signed, titled, dated 88 and 1984/88 and inscribed with installation instructions on the reverseenamel on cut out aluminum 63 by 73 in. 160 by 185.5 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/contemporary-art-day-l04021/lot.222.html	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-sale-n08318/lot.334.html	"
 acquired directly from the artist by the father of the present ownerthence by descent to the present owner
 "	"
 acquired directly from the artistprivate collection, europe (by descent)sotheby's, london, february 6, 2004, lot 222acquired by the present owner from the above sale
 "	69412	280717	38055	133675	53277	200512	tom wesselmann	BEDROOM BRUNETTE DOODLE	https://www.sothebys.com/content/dam/stb/lots/N08/N08318/N08318-334-lr-1.jpg	1195	211305	95620	147235
253	338	15000	80000	20000	120000	GBP	USD	30000	204000	06.02.2004	16.05.2007	1900-01-02 10:30:00	1899-12-28 14:00:00	London	New York	 tom wesselmann 1931 - 2004 bedroom blonde with green wallpaper   signed and dated 85liquitex on card151 by 177cm.; 59½ by 69 5/8 in.  	 tom wesselmann 1931 - 2004 bedroom blonde with green wallpaper   signed and dated 85liquitex on card59 1/2 by 69 5/8 in. 151 by 177 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/contemporary-art-day-l04021/lot.253.html	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-sale-n08318/lot.338.html	"
 sidney janis gallery, new yorkacquired directly from the above by the father of the present ownerthence by descent to the present owner
 "	"
 sidney janis gallery, new yorkprivate collection, europe (by descent)sotheby's, london, february 6, 2004, lot 253acquired by the present owner from the above sale
 "	45666	227247	22833	89116	30444	133675	tom wesselmann	BEDROOM BLONDE WITH GREEN WALLPAPER	https://www.sothebys.com/content/dam/stb/lots/N08/N08318/N08318-338-lr-1.jpg	1195	181581	66283	103231
46	387	1500	2000	2000	3000	GBP	GBP	2160	1250	04.02.2004	04.11.2010	1899-12-25 14:00:00	1900-01-02 14:30:00	Olympia	London	 tracey emin b.1963 self portrait   signed, titled, dated 2001 and 12-11-01 and numbered 39 on the reversec-printimage: 20x20cm.; 8x8xin.sheet: 40x41cm.; 15¾x16in.this work is unique.  	 tracey emin b.1963 self portrait   signed, titled, dated 12-11-01 and 2001 and numbered 39 on a label attached to the backboardc-printplate: 20 by 20cm.; 8 by 8in.; sheet: 40.5 by 41cm.; 15¾ by 16in.the present work is unique.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/contemporary-art-w04701/lot.46.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/the-robert-devereux-collection-of-post-war-british-art-in-aid-of-the-african-arts-trust-sale-3-l10145/lot.387.html		"
 sale, sotheby's london, 4th february 2004, lot 46, where acquired by the present owner
 "	3287	2042	2283	3267	3044	4901	tracey emin	SELF PORTRAIT	https://www.sothebys.com/content/dam/stb/lots/L10/L10145/L10145-387-lr-1.jpg	2465	-1245	984	1857
49	520	80000	450000	120000	650000	USD	HKD	120000	875000	20.09.2006	01.04.2019	1899-12-28 14:00:00	1900-01-09 02:00:00	New York	Hong Kong	 wang guangyi b. 1957 great criticism - coca-cola   signed in english and chinese and dated 2004 on the reverseacrylic on canvas59 by 47 1/4 in. 150 by 120 cm.  	 wang guangyi b. 1957 great criticism: coca-cola   signed in chinese and pinyin and dated 2004 on the reverseoil on canvas150 by 120 cm; 59 by 47 1/4  in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-asian-art-n08242/lot.49.html	https://www.sothebys.com/en/auctions/ecatalogue/2019/contemporary-art-hk0857/lot.520.html		"
 private collectionsotheby's, new york, 20 september 2006, lot 49acquired from the above sale by the present owner
 "	130952	158445	87301	81486	130952	117702	wang guangyi	GREAT CRITICISM: COCA-COLA	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0857/353HK0857_B52XF_1.jpg	4576	27493	-5815	-13250
57	555	8000	50000	10000	80000	USD	HKD	36000	250000	31.03.2006	01.04.2018	1899-12-28 15:15:00	1900-01-09 05:00:00	New York	Hong Kong	 wang guangyi b. 1957 the believer   signed in chinese and pinyin and dated 2004 on the reverseoil on canvas19 3/4 by 15 3/4 in. 50 by 40 cm  	 wang guangyi b. 1957 the believer   signed in chinese and pinyin and dated 2004 on the reverseoil on canvas50 by 40 cm; 19¾ by 15¾ in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-asia-china-japan-korea-n08172/lot.57.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-hk0784/lot.555.html	"
 acquired by the present owner directly from the artist
 "	"
 private collection (acquired directly from the artist's studio)sotheby’s, new york, 31 march 2006, lot 57 acquired by the present owner from the above sale
 "	39754	44791	8834	8958	11043	14333	wang guangyi	THE BELIEVER	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0784/077HK0784_9LZY4.jpg	4384	5037	124	3290
414	850	150000	700000	200000	900000	GBP	HKD	144500	937500	28.02.2008	03.04.2017	1900-01-02 10:00:00	1900-01-09 06:30:00	London	Hong Kong	 wang guangyi b. 1957 great criticism series: davidoff   signed and dated 1997 on the reverseoil on canvas150 by 120cm.; 59 by 47 1/4 in.  	 wang guangyi b. 1957 great criticism series: davidoff   signed in chinese and pinyin and dated 1997 on the reverse, framedoil on canvas150 by 120 cm; 59 by 47¼ in.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-auction-l08021/lot.414.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/contemporary-asian-art-hk0715/lot.850.html	"
 chinese contemporary, londonacquired directly from the above by the present owner
 "	"
 chinese contemporary, londonprivate collectionsotheby's, london, 28 february 2008, lot 414acquired by the present owner from the above sale
 "	228901	164332	237614	122701	316819	157759	wang guangyi	GREAT CRITICISM SERIES: DAVIDOFF	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0715/109HK0715_9CKB2.jpg	3322	-64569	-114913	-159060
811	1027	1200000	1200000	1800000	1800000	HKD	HKD	3140000	2125000	03.04.2011	02.04.2017	1900-01-09 10:30:00	1900-01-09 09:30:00	Hong Kong	Hong Kong	 wang guangyi b. 1957 holy mother and child   executed in 1990, framedoil on canvas119 by 99.5 cm.; 46 7/8 by 39 1/8 in.  	 wang guangyi b. 1957 madonna and child   framedoil on canvas119 by 99.5 cm; 46⅞ by 39⅛ in.executed in 1989  	https://www.sothebys.com/en/auctions/ecatalogue/2011/the-ullens-collection-the-nascence-of-avant-garde-china-hk0373/lot.811.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/modern-contemporary-art-evening-sale-hk0713/lot.1027.html		"
 guy ullens collectionsotheby's hong kong, the ullens collection, 3 april 2011, lot 811acquired by the present owner from the above sale
 "	491218	372487	187726	210345	281589	315518	wang guangyi	MADONNA AND CHILD	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0713/1057HK0713_72P6G.jpg	2191	-118731	22619	33929
174	1018	30000	200000	40000	300000	USD	HKD	85000	300000	20.09.2007	06.10.2013	1899-12-28 14:00:00	1900-01-09 08:00:00	New York	Hong Kong	 wang guangyi b. 1957 great criticism: dior    signed in chinese and pinyin and dated 2005 on the reverseoil on canvas23 1/2 by 27 1/2 in. 60 by 70 cm.  	 wang guangyi b. 1957 great criticism series: dior   signed in chinese and pinyin and dated 2005 on the reverse, framedoil on canvas60 by 70 cm.; 23 5/8  by 27 1/2  in.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-asia-china-korea-japan-n08343/lot.174.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/contemporary-asian-art-hk0471/lot.1018.html	"
 private collection, new york
 "	"
 private collection, usasotheby's, new york, 20 september, 2007, lot 174
 "	94195	47733	33245	31822	44327	47733	wang guangyi	GREAT CRITICISM: DIOR 	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0471/T343HK0471_752KC.jpg	2208	-46462	-1423	3406
416	930	120000	1000000	180000	1500000	USD	HKD	110500	1100000	13.05.2010	03.10.2011	1899-12-28 14:00:00	1900-01-09 10:00:00	New York	Hong Kong	 wang guangyi b. 1957 marlboro   signed and dated 2003 on the reverseacrylic on canvas47 by 59 in. 119.4 by 149.9 cm.  	 wang guangyi b. 1957 great criticism series: marlboro   signed in chinese and pinyin and dated 2005 on the reverseoil on canvas120 by 149.8 cm. 47 1/4 by 59 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2010/contemporary-art-day-auction-n08637/lot.416.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/contemporary-asian-art-hk0353/lot.930.html	"
 private collection, new york christie's, new york, november 16, 2006, lot 360acquired by the present owner from the above sale
 
 "	"
 private collection, usachristie's, new york, 16 november, 2006, lot 360sotheby's, new york, 13 may, 2010, lot 416acquired by the present owner from the above sale
 "	130246	169901	141444	154455	212166	231683	wang guangyi	MARLBORO	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0353/030HK0353_66YBG_1.jpg	508	39655	13011	19517
47	620	150000	1000000	180000	1500000	USD	HKD	180000	1220000	20.09.2006	04.10.2010	1899-12-28 14:00:00	1900-01-09 09:30:00	New York	Hong Kong	 wang guangyi b. 1957 great criticism - m&m's   signed in chinese and pinyin and dated 1993 on the reverseoil on canvas59 by 47 in. 150 by 120 cm.  	 wang guangyi b. 1957 great criticism series: m&m's   signed in pinyin and chinese and dated 1993 on the reverseoil on canvas150 by 120 cm.; 59 by 47 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-asian-art-n08242/lot.47.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/property-from-an-important-european-collection-hk0345/lot.620.html	"
 galerie loft, hong kongacquired by the present owner from the above
 "	"
 galerie loft, hong kongsotheby's hong kong, september 20 2006, lot 47acquired by the present owner from the above 
 "	196429	186628	163690	152974	196429	229461	wang guangyi	GREAT CRITICISM - M&M'S	https://www.sothebys.com/content/dam/stb/lots/HK0/HK0345/HK0345-620-lr-1.jpg	1475	-9801	-10716	33032
694	772	8000	8000	12000	12000	USD	USD	11875	23750	19.09.2013	15.09.2016	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 wang yuanqi 1642-1715 landscape after huang gongwang   signed lutai, dated xinyou, the third day of the eighth lunar month (september 14, 1681), with four seals of the artist, cang run, wang yuan qi yin, mao chang, lu taiink and color on paper, fan leaf19.7 by 49.9 cm. 7 3/4  by 19 5/8  in.  	 wang yuanqi 1642-1715 landscape after huang gongwang   signed lutai, dated xinyou, the third day of the eighth lunar month (september 14, 1681), with four seals of the artist, wang yuan qi yin, mao jing, cang run, lu taiwith one collector's seal of qu yong (1794-1846) on mounting border, tie qin tong jian lou shou cang shu hua jin shi jiink and color on paper, fan leaf17.2 by 50 cm. 6 3/4  by 19 5/8  in.   	https://www.sothebys.com/en/auctions/ecatalogue/2013/fine-classical-chinese-paintings-n09009/lot.694.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/fine-classical-chinese-paintings-calligraphy-n09546/lot.772.html		"
 sotheby's new york, fine classical chinese paintings & calligraphy, september 19, 2013, lot 694
 "	14566	31347	9813	10559	14720	15838	wang yuanqi	LANDSCAPE AFTER HUANG GONGWANG	https://www.sothebys.com/content/dam/stb/lots/N09/N09546/340N09546_95NMX.jpg	1092	16781	746	1118
